IKhuroshiya	<i>name</i><br><ol><li>Croatia</li></ol>
siphitsiphitsi|síphítsíphitsi|típhítsíphitsi	<i>noun</i><br><ol><li>hurry-scurry</li></ol>
siphiwo|típhíwo|síphíwo	<i>noun</i><br><ol><li>ability</li></ol>
sipho|sîphó|tîphó	<i>noun</i><br><ol><li>gift</li></ol>
siphohlongo|síphóhlôngo	<i>noun</i><br><ol><li>eight</li><li>an eighth one</li></ol>
siphosiso|típhósiso|síphósiso	<i>noun</i><br><ol><li>error, mistake</li></ol>
sipikili|típíkíli|sípíkíli	<i>noun</i><br><ol><li>nail</li></ol>
sipunu|típúnu|sípúnu	<i>noun</i><br><ol><li>spoon</li></ol>
sisa|sîsá|tîsá	<i>noun</i><br><ol><li>compassion</li></ol>
sisebenti|sísébénti|tísébénti	<i>noun</i><br><ol><li>worker, servant</li></ol>
sishosha|tíshoshá|síshoshá	<i>noun</i><br><ol><li>one who cannot walk</li></ol>
sishuculo|síshúcúlo|tíshúcúlo	<i>noun</i><br><ol><li>headscarf</li></ol>
sisi|bósisí|sisí	<i>noun</i><br><ol><li>sister</li></ol>
sisikati|sísíkáti	<i>noun</i><br><ol><li>feminineness, womanliness</li></ol>
sisu|sísu|tísu	<i>noun</i><br><ol><li>stomach</li><li>pregnancy</li></ol>
sisusa|sísusá|tísusá	<i>noun</i><br><ol><li>cause</li></ol>
sita	<i>verb</i><br><ol><li>to help</li></ol>
sitaladi|sítáládi|títáládi	<i>noun</i><br><ol><li>street</li></ol>
sitambu|títámbu|sítámbu	<i>noun</i><br><ol><li>samp</li></ol>
siteki|títeki|síteki	<i>noun</i><br><ol><li>steak</li></ol>
sitembu|sítémbu|títémbu	<i>noun</i><br><ol><li>stamp</li></ol>
siteshi|títéshi|sítéshi	<i>noun</i><br><ol><li>bus station</li></ol>
sitfo|sîtfó|tîtfó	<i>noun</i><br><ol><li>leg</li></ol>
sitfombe|títfómbe|sítfómbe	<i>noun</i><br><ol><li>image, picture</li></ol>
sitfungo|titfûngo|sítfungo	<i>noun</i><br><ol><li>small bundle</li></ol>
sitfunti|sítfûnti|títfûnti	<i>noun</i><br><ol><li>shadow</li></ol>
sitfunywa|sítfûnywa|títfûnywa	<i>noun</i><br><ol><li>messenger</li></ol>
sitfupha|sítfupha|títfupha	<i>noun</i><br><ol><li>thumb</li><li>six</li></ol>
sithuli|títhúli|síthúli	<i>noun</i><br><ol><li>quiet person</li></ol>
sithulu|títhûlu|síthûlu	<i>noun</i><br><ol><li>deaf person</li></ol>
sithuthuthu|síthúthuthu|títhúthuthu	<i>noun</i><br><ol><li>motorbike, motorcycle</li></ol>
sitimela|títímela|sítímela	<i>noun</i><br><ol><li>train</li></ol>
sitini|sítíni|títíni	<i>noun</i><br><ol><li>brick</li></ol>
sitja|sítja|títja	<i>noun</i><br><ol><li>dish</li></ol>
sitjalo|títjálo|sítjálo	<i>noun</i><br><ol><li>plant</li></ol>
sitolo|títôlo|sítôlo	<i>noun</i><br><ol><li>shop, store</li></ol>
sitsatfu|sítsâtfu	<i>noun</i><br><ol><li>the third one</li></ol>
sitselo|sítselo|titsêlo	<i>noun</i><br><ol><li>fruit</li></ol>
situlo|títúlo|sítúlo	<i>noun</i><br><ol><li>chair</li></ol>
sivakashi|sívákáshi|tívákáshi	<i>noun</i><br><ol><li>visitor</li></ol>
sivalo|sívalo|tívalo	<i>noun</i><br><ol><li>lid, door</li></ol>
sivandze|tívándze|sívándze	<i>noun</i><br><ol><li>small field, garden plot</li></ol>
sive|síve|tíve	<i>noun</i><br><ol><li>nation</li><li>nationality</li><li>foreigner</li></ol>
sivunguvungu|sívúnguvúngu|tívúnguvúngu	<i>noun</i><br><ol><li>hurricane</li></ol>
soma	<i>verb</i><br><ol><li>to court, to flirt, to date</li></ol>
sona|soná	<i>pron</i><br><ol><li>he, she, him, her, it; class 7 absolute pronoun.</li></ol>
sondzela	<i>verb</i><br><ol><li>to come nearer</li></ol>
soni|tôní|sôní	<i>noun</i><br><ol><li>sinner</li></ol>
suka	<i>verb</i><br><ol><li>to move away</li></ol>
sukuma	<i>verb</i><br><ol><li>to stand up</li></ol>
sula	<i>verb</i><br><ol><li>to clean, to wipe</li></ol>
ta	<i>verb</i><br><ol><li>to come</li></ol>
tala	<i>verb</i><br><ol><li>to bear</li></ol>
tama	<i>verb</i><br><ol><li>to strive, to try</li></ol>
tamatisa	<i>verb</i><br><ol><li>to stir</li></ol>
tamula	<i>verb</i><br><ol><li>to yawn</li></ol>
teka	<i>verb</i><br><ol><li>to marry (of a man)</li><li>to be married (of a woman)</li></ol>
tekula	<i>verb</i><br><ol><li>to joke</li></ol>
tfokota	<i>verb</i><br><ol><li>to be happy</li></ol>
tfola	<i>verb</i><br><ol><li>to find</li></ol>
tfomba	<i>verb</i><br><ol><li>to begin puberty</li><li>to rust</li></ol>
tfombonkhala|lesitfombonkhala|lengitfombonkhala|lenitfombonkhala|kutfombonkhala|lobutfombonkhala|itfombonkhala|atfombonkhala|butfombonkhala|labatfombonkhala|letitfombonkhala|litfombonkhala|letfombonkhala|lolutfombonkhala|utfombonkhala|lokutfombonkhala|latfombonkhala|ngitfombonkhala|sitfombonkhala|lutfombonkhala|nitfombonkhala|lelitfombonkhala|titfombonkhala|batfombonkhala|lotfombonkhala	<i>conj</i><br><ol><li>rust-colored</li></ol>
tfosa	<i>verb</i><br><ol><li>to fry</li></ol>
tfota	<i>verb</i><br><ol><li>to collect firewood</li></ol>
tfuka	<i>verb</i><br><ol><li>to insult</li><li>to be frightened</li></ol>
tfukulula	<i>verb</i><br><ol><li>to free</li><li>to deliver</li></ol>
tfulula	<i>verb</i><br><ol><li>to empty</li><li>to pour out</li></ol>
tfunga	<i>verb</i><br><ol><li>to sew</li></ol>
tfutfuka	<i>verb</i><br><ol><li>to develop</li><li>to change places</li></ol>
tfwala	<i>verb</i><br><ol><li>to carry</li></ol>
tfwasa	<i>verb</i><br><ol><li>to change to a new season</li></ol>
thandaza	<i>verb</i><br><ol><li>to pray</li></ol>
thayi|tháyi|bótháyi	<i>noun</i><br><ol><li>necktie</li></ol>
thishela|bóthíshela	<i>noun</i><br><ol><li>teacher</li></ol>
thula	<i>verb</i><br><ol><li>to be quiet</li></ol>
tibi|tîbí	<i>noun</i><br><ol><li>trash, sweepings</li></ol>
tiki|bótíki|tíki	<i>noun</i><br><ol><li>tickey</li></ol>
tinkhophe|tínkhôphe	<i>noun</i><br><ol><li>eyelashes</li></ol>
tinta|tínta	<i>noun</i><br><ol><li>pubic hair</li></ol>
tjala	<i>verb</i><br><ol><li>to plant, to sow</li></ol>
tjani|tjâní	<i>noun</i><br><ol><li>grass</li></ol>
tjela	<i>verb</i><br><ol><li>to tell</li></ol>
tjwala|tjwâlá	<i>noun</i><br><ol><li>beer</li></ol>
tona|toná	<i>pron</i><br><ol><li>they, them; class 8 absolute pronoun.</li><li>they, them; class 10 absolute pronoun.</li></ol>
tsamba	<i>verb</i><br><ol><li>to dance (by woman)</li></ol>
tsandza	<i>verb</i><br><ol><li>(transitive) to love, to like</li><li>to weave</li></ol>
tsandzeka	<i>verb</i><br><ol><li>to be likeable, lovable</li></ol>
tsanyela	<i>verb</i><br><ol><li>to sweep</li></ol>
tsatfu|kutsatfu|lokutsatfu|lobutsatfu|tintsatfu|umtsatfu|labatsatfu|butsatfu|lesitsatfu|nibatsatfu|batsatfu|lolutsatfu|lentsatfu|lomtsatfu|mitsatfu|lemitsatfu|ngimtsatfu|litsatfu|mtsatfu|sitsatfu|lamatsatfu|lesibatsatfu|letintsatfu|matsatfu|lenibatsatfu|lutsatfu|sibatsatfu|lelitsatfu|intsatfu|lengimtsatfu	<i>adj</i><br><ol><li>three</li></ol>
tsatsa	<i>verb</i><br><ol><li>to take, to pick, to choose</li><li>to catch (a bus)</li><li>to marry</li></ol>
tsekwane|tsékwáne|bótsékwáne	<i>noun</i><br><ol><li>hammerhead</li></ol>
tsela	<i>verb</i><br><ol><li>to pour</li><li>to bear fruit</li></ol>
tsemba	<i>verb</i><br><ol><li>to hope</li></ol>
tsenga	<i>verb</i><br><ol><li>to buy</li></ol>
tsengisa	<i>verb</i><br><ol><li>to sell</li></ol>
tsi	<i>verb</i><br><ol><li>to say</li></ol>
tsine|tsiné	<i>pron</i><br><ol><li>we; first-person plural absolute pronoun.</li></ol>
tsintsa	<i>verb</i><br><ol><li>to touch</li></ol>
tsite|lolutsite|lokutsite|utsite|sitsite|letitsite|lotsite|batsite|lesitsite|lobutsite|lutsite|letsite|lenitsite|ngitsite|lelitsite|labatsite|kutsite|latsite|butsite|nitsite|litsite|atsite|lengitsite|titsite|itsite	<i>conj</i><br><ol><li>certain</li></ol>
twi|sitwi|intwi|lolutwi|mitwi|lutwi|batwi|mutwi|lesitwi|letintwi|lenibatwi|lomutwi|ngimutwi|butwi|lengimutwi|lobutwi|lentwi|lamatwi|kutwi|labatwi|lemitwi|sibatwi|lelitwi|lokutwi|nibatwi|lesibatwi|matwi|tintwi|umutwi|litwi	<i>adj</i><br><ol><li>very small</li></ol>
uMgcibelo|úḾgcíbélo|íMígcíbélo	<i>noun</i><br><ol><li>Saturday</li></ol>
uMsombuluko|úḾsómbúlûko|íMísómbúlûko	<i>noun</i><br><ol><li>Monday</li></ol>
umSutfu|béSûtfu|úḿSûtfu	<i>noun</i><br><ol><li>Mosotho, Sotho person</li></ol>
umTjwana|béTjwána|úḿTjwána	<i>noun</i><br><ol><li>Tswana person</li></ol>
uma|úma	<i>conj</i><br><ol><li>when</li><li>if</li></ol>
umakhi|bákhi|úmakhi	<i>noun</i><br><ol><li>builder</li></ol>
umatisi|bátísi|úmátísi	<i>noun</i><br><ol><li>announcer</li></ol>
umbala|ímíbâla|úḿbâla|úḿbala|ímíbala	<i>noun</i><br><ol><li>color</li><li>lower leg</li></ol>
umbalo|ímíbalo|úḿbalo	<i>noun</i><br><ol><li>feud</li></ol>
umbamba|úḿbâmba|ímíbâmba	<i>noun</i><br><ol><li>rotten milk</li></ol>
umbane|úḿbane|ímíbane	<i>noun</i><br><ol><li>lightning</li></ol>
umbhalo|ímíbhâlo|úḿbhâlo	<i>noun</i><br><ol><li>scripture</li></ol>
umbhedze|ímíbhédze|úḿbhédze	<i>noun</i><br><ol><li>bed</li></ol>
umbhidvo|úḿbhîdvo|ímíbhîdvo	<i>noun</i><br><ol><li>leafy vegetable</li></ol>
umbhonyo|úḿbhonyo|ímíbhonyo	<i>noun</i><br><ol><li>fresh boiled groundnut</li></ol>
umbiki|bábíki|úḿbíki	<i>noun</i><br><ol><li>reporter</li></ol>
umbono|úḿbôno|ímíbôno	<i>noun</i><br><ol><li>vision</li><li>opinion</li></ol>
umbulali|úḿbúláli|bábúláli	<i>noun</i><br><ol><li>killer, murderer</li></ol>
umbusi|bábúsi|úmbúsi	<i>noun</i><br><ol><li>ruler</li></ol>
umbuto|ímíbúto|úḿbúto	<i>noun</i><br><ol><li>question</li></ol>
umbutsano|úḿbútsáno|ímíbútsáno	<i>noun</i><br><ol><li>assembly</li></ol>
umcamelo|ímícámélo|úḿcámélo	<i>noun</i><br><ol><li>pillow</li></ol>
umchudze|ímíchúdze|úḿchúdze	<i>noun</i><br><ol><li>young rooster</li></ol>
umcondvo|ímícóndvo|úḿcondvo|úḿcóndvo|ímícondvo	<i>noun</i><br><ol><li>thin leg</li><li>sense, reason, idea, opinion</li></ol>
umdali|úḿdáli|bádáli	<i>noun</i><br><ol><li>creator</li></ol>
umdlali|úḿdlali|bádlali	<i>noun</i><br><ol><li>player</li></ol>
umdlalo|ímídlâlo|úḿdlâlo	<i>noun</i><br><ol><li>game</li></ol>
umdzeshi|bádzeshi|úḿdzeshi	<i>noun</i><br><ol><li>European person</li></ol>
umdzibi|ímídzibí|úḿdzibí	<i>noun</i><br><ol><li>hole</li></ol>
umelusi|bélusi|úmélusi	<i>noun</i><br><ol><li>herdboy</li></ol>
umfana|báfána|úḿfána	<i>noun</i><br><ol><li>boy</li></ol>
umfanekiso|ímífánékiso|úḿfánékiso	<i>noun</i><br><ol><li>picture</li></ol>
umfati|báfâti|úḿfâti	<i>noun</i><br><ol><li>woman</li></ol>
umfomfo|úḿfômfo|ímífômfo	<i>noun</i><br><ol><li>white mountain</li><li>berry</li></ol>
umfula|imifula|úḿfula|ímífula	<i>noun</i><br><ol><li>river</li></ol>
umfumbesi|úḿfúmbesi|báfúmbesi	<i>noun</i><br><ol><li>brother-in-law</li></ol>
umfundisi|úḿfúndisi|báfúndisi	<i>noun</i><br><ol><li>priest, parson, minister</li></ol>
umganu|úḿgánu|ímígánu	<i>noun</i><br><ol><li>marula</li></ol>
umgidzi|úḿgidzi|ímígidzi	<i>noun</i><br><ol><li>ceremony</li></ol>
umgodzi|ímígodzí|úḿgodzí	<i>noun</i><br><ol><li>hole</li></ol>
umgololo|úḿgólólo|ímígólólo	<i>noun</i><br><ol><li>lizard</li></ol>
umgwaco|ímígwaco|úḿgwaco	<i>noun</i><br><ol><li>road</li></ol>
umgwaja|úḿgwaja|ímígwaja	<i>noun</i><br><ol><li>rabbit</li></ol>
umhambi|báhámbi|úḿhámbi	<i>noun</i><br><ol><li>traveller</li></ol>
umhedeni|úḿhédeni|ímíhédeni	<i>noun</i><br><ol><li>heathen</li></ol>
umhelwane|úḿhélwâne|ímíhélwâne	<i>noun</i><br><ol><li>Swazi robe</li></ol>
umhhabhula|úḿhhábhula|ímíhhábhula	<i>noun</i><br><ol><li>apple tree</li></ol>
umhholo|ímíhholó|úḿhholó	<i>noun</i><br><ol><li>deep hole (in the ground)</li></ol>
umhlaba|úḿhlâba|ímíhlâba	<i>noun</i><br><ol><li>world</li><li>earth, ground, soil</li></ol>
umhlabatsi|úḿhlábâtsi|ímíhlábâtsi	<i>noun</i><br><ol><li>soil</li></ol>
umhlambi|ímíhlâmbi|úḿhlâmbi	<i>noun</i><br><ol><li>flock</li></ol>
umhlana|ímíhlaná|úḿhlaná	<i>noun</i><br><ol><li>back</li></ol>
umhlangano|úḿhlángano|ímíhlángano	<i>noun</i><br><ol><li>meeting</li></ol>
umhlatsi|úḿhlâtsi|ímíhlâtsi	<i>noun</i><br><ol><li>jaw</li></ol>
umhleli|úḿhleli|báhleli	<i>noun</i><br><ol><li>editor</li></ol>
umhlobo|úḿhlobo|báhlôbo	<i>noun</i><br><ol><li>companion, acquaintance</li></ol>
umhloli|báhlóli|úḿhlóli	<i>noun</i><br><ol><li>school inspector</li></ol>
umhloto|úḿhloto|ímíhloto	<i>noun</i><br><ol><li>spine</li></ol>
umhlubulo|ímíhlúbulo|úḿhlúbulo	<i>noun</i><br><ol><li>spine</li></ol>
umholeli|báhóleli|úḿhóleli	<i>noun</i><br><ol><li>bus conductor</li></ol>
umholo|úḿholo|ímíholo	<i>noun</i><br><ol><li>wage</li></ol>
umjovo|úḿjovo|ímíjovo	<i>noun</i><br><ol><li>injection</li><li>influence</li></ol>
umjuluko|úḿjúlûko|ímíjúlûko	<i>noun</i><br><ol><li>sweat</li></ol>
umjumbula|úḿjúmbula|ímíjúmbula	<i>noun</i><br><ol><li>cassava</li></ol>
umkhatsi|úḿkhâtsi|ímíkhâtsi	<i>noun</i><br><ol><li>space</li></ol>
umkhaya|úḿkhâya	<i>noun</i><br><ol><li>person from home</li><li>family members</li></ol>
umkhono|úḿkhôno|ímíkhôno	<i>noun</i><br><ol><li>arm</li></ol>
umkhuhlane|úḿkhúhlane|ímíkhúhlane	<i>noun</i><br><ol><li>cold</li></ol>
umkhumbi|ímíkhûmbi|úḿkhûmbi	<i>noun</i><br><ol><li>ship</li></ol>
umkhwenyana|úḿkhwényana|bákhwényana	<i>noun</i><br><ol><li>son-in-law</li></ol>
umkhwenyane|bákhwényâne|úḿkhwényâne	<i>noun</i><br><ol><li>son-in-law, brother-in-law</li></ol>
umlabalaba|ímílábálaba|úḿlábálaba	<i>noun</i><br><ol><li>a game like checkers or chess</li></ol>
umlamu|úḿlâmu|bálâmu	<i>noun</i><br><ol><li>brother-in-law, sister-in-law</li></ol>
umlaza|úḿlâza|ímílâza	<i>noun</i><br><ol><li>whey</li></ol>
umlente|ímílente|úḿlente	<i>noun</i><br><ol><li>leg</li></ol>
umlilo|úḿlilo|ímílilo|imililo	<i>noun</i><br><ol><li>fire</li></ol>
umlimi|úḿlimi|bálimi	<i>noun</i><br><ol><li>farmer</li></ol>
umlomo|úḿlomo|ímílomo|imilomo	<i>noun</i><br><ol><li>mouth</li></ol>
umlotsa|úḿlotsa	<i>noun</i><br><ol><li>ash</li></ol>
umlumbi|úḿlumbi|bélumbi	<i>noun</i><br><ol><li>European person</li><li>inventor</li></ol>
umlungu|bélungu|úḿlungu	<i>noun</i><br><ol><li>white person</li></ol>
ummbila|úḿmbîla|ímímbîla	<i>noun</i><br><ol><li>maize</li></ol>
umncwadvo|úḿncwadvo|ímíncwadvo	<i>noun</i><br><ol><li>penis box</li></ol>
umndeni|úḿndeni|ímíndeni	<i>noun</i><br><ol><li>family</li></ol>
umnenkhe|úḿnenkhé|ímínenkhé	<i>noun</i><br><ol><li>snail</li></ol>
umngani|bángani|úḿngani	<i>noun</i><br><ol><li>friend, buddy, comrade</li><li>companion</li></ol>
umngoza|ímíngoza|úḿngoza	<i>noun</i><br><ol><li>mango tree</li></ol>
umntfwana|bántfwâna|úḿntfwâna	<i>noun</i><br><ol><li>child</li></ol>
umnyaka|ímínyâka|úḿnyâka	<i>noun</i><br><ol><li>year</li></ol>
umnyama|úḿnyáma	<i>noun</i><br><ol><li>bad luck</li></ol>
umnyango|ímínyango|úḿnyango	<i>noun</i><br><ol><li>doorway</li></ol>
umnyovu|ímínyóvu|úḿnyóvu	<i>noun</i><br><ol><li>wasp</li></ol>
umnyuzi|úḿnyûzi|ímínyûzi	<i>noun</i><br><ol><li>mule</li></ol>
umolintji|ímí-ólíntji|úmólíntji	<i>noun</i><br><ol><li>orange tree</li></ol>
umoya|úmôya	<i>noun</i><br><ol><li>air</li><li>wind</li><li>spirit</li></ol>
umpentjisi|ímípéntjisi|úḿpéntjisi	<i>noun</i><br><ol><li>peach tree</li></ol>
umphatsi|báphátsi|úḿphátsi	<i>noun</i><br><ol><li>person responsible for something</li></ol>
umpheki|bápheki|úḿpheki	<i>noun</i><br><ol><li>cook</li></ol>
umphimbo|úḿphîmbo|ímíphîmbo	<i>noun</i><br><ol><li>throat</li></ol>
umphopho|úḿphópho|ímíphópho	<i>noun</i><br><ol><li>pawpaw tree</li></ol>
umsakati|básákati|úḿsákati	<i>noun</i><br><ol><li>announcer</li></ol>
umsakato|ímísákato|úḿsákato	<i>noun</i><br><ol><li>broadcasting service, radio station</li></ol>
umsebenti|ímísébênti|úḿsébênti	<i>noun</i><br><ol><li>work, business, task</li><li>personal matter</li></ol>
umshado|imishado|ímíshado|úḿshado	<i>noun</i><br><ol><li>marriage, wedding</li></ol>
umshayeli|básháyeli|úḿsháyeli	<i>noun</i><br><ol><li>driver</li></ol>
umshini|ímíshíni|úḿshíni	<i>noun</i><br><ol><li>machine</li><li>factory, mill</li></ol>
umsila|úḿsîla|imisila|ímísîla	<i>noun</i><br><ol><li>tail (of an animal)</li></ol>
umsindvo|ímísîndvo|úḿsîndvo	<i>noun</i><br><ol><li>noise</li></ol>
umsinsi|úḿsínsi|ímísínsi	<i>noun</i><br><ol><li>a kind of tree</li></ol>
umsiti|básíti|úḿsîti|úḿsíti	<i>noun</i><br><ol><li>helper, assistant</li><li>soot</li></ol>
umsizi|ímísîzi|úḿsîzi	<i>noun</i><br><ol><li>gunpowder</li></ol>
umsobho|úḿsóbho|ímísóbho	<i>noun</i><br><ol><li>meat juice, gravy</li></ol>
umsobo|úḿsôbo|ímísôbo	<i>noun</i><br><ol><li>leafy vegetable</li></ol>
umtfolo|ímítfolo|úḿtfolo	<i>noun</i><br><ol><li>wattle tree</li></ol>
umtfombo|ímítfômbo|úḿtfômbo	<i>noun</i><br><ol><li>fountain, spring</li><li>malt</li></ol>
umtfunti|ímítfûnti|úḿtfûnti	<i>noun</i><br><ol><li>shade</li></ol>
umtfwalo|ímítfwálo|úḿtfwálo	<i>noun</i><br><ol><li>load</li></ol>
umthandazi|báthándazi|úḿthándazi	<i>noun</i><br><ol><li>prayer</li></ol>
umthandazo|ímíthándazo|úḿthándazo	<i>noun</i><br><ol><li>prayer</li></ol>
umtimba|ímítîmba|úḿtîmba	<i>noun</i><br><ol><li>body</li></ol>
umtiya|ímítîya|úḿtîya	<i>noun</i><br><ol><li>thread</li></ol>
umtsakatsi|úḿtsákatsi|bátsákatsi	<i>noun</i><br><ol><li>witchdoctor</li></ol>
umtsambo|úḿtsâmbo|ímítsâmbo	<i>noun</i><br><ol><li>vein</li></ol>
umtsamo|úḿtsâmo|ímítsâmo	<i>noun</i><br><ol><li>mouthful</li></ol>
umtsanyelo|ímítsányelo|úḿtsányelo	<i>noun</i><br><ol><li>broom</li></ol>
umtsendze|úḿtsêndze	<i>noun</i><br><ol><li>milky way</li></ol>
umtsengi|bátséngi|úḿtséngi	<i>noun</i><br><ol><li>customer, buyer</li></ol>
umtsengisi|bátséngísi|úḿtséngísi	<i>noun</i><br><ol><li>seller</li></ol>
umtsetfo|úḿtsêtfo|ímítsêtfo	<i>noun</i><br><ol><li>law</li></ol>
umtukulu|úḿtúkulu|bátúkulu	<i>noun</i><br><ol><li>grandchild</li></ol>
umufi|bâfí|úmufí	<i>noun</i><br><ol><li>dead person</li></ol>
umukhwa|úmukhwá|ímikhwá	<i>noun</i><br><ol><li>knife</li></ol>
umuno|úmúno|ímíno	<i>noun</i><br><ol><li>finger</li></ol>
umuntfu|úmúntfu|bántfu	<i>noun</i><br><ol><li>person, human</li></ol>
umusa|úmusá	<i>noun</i><br><ol><li>kindness</li></ol>
umushi|ímíshi|úmúshi	<i>noun</i><br><ol><li>stripe</li></ol>
umusho|ímísho|úmúsho	<i>noun</i><br><ol><li>sentence</li></ol>
umusi|úmusí	<i>noun</i><br><ol><li>smoke</li></ol>
umuso|úmusó	<i>noun</i><br><ol><li>tomorrow</li></ol>
umuti|úmúti|ímíti	<i>noun</i><br><ol><li>home, homestead</li></ol>
umutsi|ímitsí|úmutsí	<i>noun</i><br><ol><li>tree</li><li>medicine</li></ol>
umuva|úmuvá|ímivá	<i>noun</i><br><ol><li>back</li></ol>
umvimbandlebe|úḿvimbandlebé|ímívimbandlebé	<i>noun</i><br><ol><li>a kind of fruit</li></ol>
umvimbi|úḿvimbi|ímívimbí|úḿvimbí|bávimbi	<i>noun</i><br><ol><li>steady, continuous rain</li><li>goalkeeper</li></ol>
umyeni|báyeni|bayeni|úḿyeni	<i>noun</i><br><ol><li>husband</li><li>groom</li></ol>
umyiyane|úḿyíyáne|ímíyíyáne	<i>noun</i><br><ol><li>a kind of small flying insect</li></ol>
umzala|bázála|úḿzála	<i>noun</i><br><ol><li>cross-cousin</li></ol>
unina|bónina|únina	<i>noun</i><br><ol><li>his/her mother</li></ol>
unyoko|únyoko|bónyoko	<i>noun</i><br><ol><li>your mother</li></ol>
uyihlo|úyihló|bóyihló	<i>noun</i><br><ol><li>your father</li></ol>
uyise|bóyisé|úyisé	<i>noun</i><br><ol><li>his or her father</li></ol>
va	<i>verb</i><br><ol><li>to understand</li></ol>
vakasha	<i>verb</i><br><ol><li>to visit</li></ol>
vala	<i>verb</i><br><ol><li>to close, to shut</li></ol>
valelisa	<i>verb</i><br><ol><li>to take leave, to bid goodbye</li></ol>
vela	<i>verb</i><br><ol><li>to come, to originate [+locative = from]</li><li>to appear</li></ol>
vikela	<i>verb</i><br><ol><li>to protect</li></ol>
vimba	<i>verb</i><br><ol><li>to prevent</li></ol>
vubela	<i>verb</i><br><ol><li>to brew (beer)</li></ol>
vuka	<i>verb</i><br><ol><li>to wake up</li><li>to get up</li></ol>
vula	<i>noun</i><br><ol><li>to open</li></ol>
vunguta	<i>verb</i><br><ol><li>to blow heavily</li></ol>
vunula	<i>verb</i><br><ol><li>to dress (in traditional fashion)</li></ol>
vutsa	<i>verb</i><br><ol><li>to burn</li></ol>
washa	<i>verb</i><br><ol><li>to wash (clothes)</li></ol>
watsa	<i>verb</i><br><ol><li>to slap</li></ol>
wela	<i>verb</i><br><ol><li>to cross (path, road, river)</li><li>to go overseas</li></ol>
wena|wená	<i>pron</i><br><ol><li>you, thou, thee; second-person singular absolute pronoun.</li></ol>
weta|wetá|bówetá	<i>noun</i><br><ol><li>waiter</li></ol>
weza	<i>verb</i><br><ol><li>to be able to, can</li></ol>
wona|woná	<i>pron</i><br><ol><li>he, she, him, her, it; class 3 absolute pronoun.</li><li>they, them; class 6 absolute pronoun.</li></ol>
wuka	<i>verb</i><br><ol><li>to go down</li></ol>
yebo|yébo	<i>adv</i><br><ol><li>yes</li></ol>
yena|yená	<i>pron</i><br><ol><li>he, she, him, her, it; class 1 absolute pronoun.</li></ol>
yona|yoná	<i>pron</i><br><ol><li>they, them; class 4 absolute pronoun.</li><li>he, she, him, her, it; class 9 absolute pronoun.</li></ol>
zamcolo|bózamcólo|zamcólo	<i>noun</i><br><ol><li>storm</li><li>flood</li></ol>
zimuka	<i>verb</i><br><ol><li>to grow fat</li></ol>
zuba	<i>verb</i><br><ol><li>to jump</li></ol>
zuka|bózuka	<i>noun</i><br><ol><li>sixpence</li></ol>
zunda	<i>verb</i><br><ol><li>to talk Greek</li></ol>
