0.	<i>adj</i><br><ol><li>0th</li></ol>
Genf|Genfar	<i>name</i><br><ol><li>Geneva (a city in Switzerland)</li></ol>
Genúa	<i>name</i><br><ol><li>Genoa (the capital city of Liguria, Italy)</li><li>Genoa (a metropolitan city of Liguria, Italy)</li></ol>
Georgía|Georgíu	<i>name</i><br><ol><li>Georgia (a country in Europe)</li><li>Georgia (a state of the United States)</li></ol>
Georgíumaður|Georgíumönnum|Georgíumanninn|Georgíumannanna|Georgíumanns|Georgíumönnunum|Georgíumanni|Georgíumennina|Georgíumannsins|Georgíumenn|Georgíumaðurinn|Georgíumennirnir|Georgíumanninum|Georgíumann|Georgíumanna	<i>noun</i><br><ol><li>Georgian (person from Georgia)</li></ol>
Gilitrutt|Gilitruttar	<i>name</i><br><ol><li>The name of an ogress from an Icelandic folk tale.</li></ol>
Gormur|Gorminum|Gormanna|Gorms|Gormana|Gormarnir|Gormi|Gormunum|Gormsins|Gorminn|Gormar|Gorma|Gorm|Gormum	<i>name</i><br><ol><li>The name of some bogs in Iceland</li><li>The name of a shallow muddy pond in Kollsvík in the Westfjords</li></ol>
Goti|Gotana|Gotinn|Gotann|Gota|Gotanna|Gotans|Gotunum|Gotum|Gotarnir|Gotar|Gotanum	<i>noun</i><br><ol><li>Goth (member of East Germanic tribe)</li></ol>
Gotland|Gotlands|Gotlandi	<i>name</i><br><ol><li>Gotland</li></ol>
Grettir|Gretti|Grettis	<i>name</i><br><ol><li>The main character in Grettis saga.</li></ol>
Grikki|Grikkir|Grikkja	<i>noun</i><br><ol><li>Greek (inhabitant, etc., of Greece)</li></ol>
Grikkland|Grikklandi|Grikklands	<i>name</i><br><ol><li>Greece</li></ol>
Grænhöfðaeyjar|Grænhöfðaeyja|Grænhöfðaeyjum	<i>name</i><br><ol><li>Cape Verde (an archipelago and country in West Africa)</li></ol>
Grænland|Grænlandi|Grænlands	<i>name</i><br><ol><li>Greenland</li></ol>
Grænlendingur|Grænlendingi|Grænlendinga|Grænlendingunum|Grænlendingum|Grænlendingar|Grænlendings|Grænlendingurinn|Grænlendingarnir|Grænlendingnum|Grænlending|Grænlendinginn|Grænlendingsins|Grænlendinganna|Grænlendingana	<i>noun</i><br><ol><li>Greenlander (person from Greenland)</li></ol>
Grímsdóttir|Grímsdætranna|Grímsdætur|Grímsdótturina|Grímsdæturnar|Grímsdóttur|Grímsdætrum|Grímsdætrunum|Grímsdótturinni|Grímsdótturinnar|Grímsdóttirin|Grímsdætra	<i>name</i><br><ol><li>A patronymic.</li></ol>
Grímsey	<i>name</i><br><ol><li>Grimsey (an island off the coast of Norðurland eystra, Iceland)</li></ol>
Grýla|Grýlu	<i>name</i><br><ol><li>(folklore) An ogress in Icelandic folklore, the mother of the Yule Lads.</li></ol>
Gullfoss og Geysir	<i>noun</i><br><ol><li>Gullfoss and Geysir (two nature attractions commonly visited in tandem)</li><li>(informal, humorous) gastroenteritis with both diarrhea and vomiting</li></ol>
Gunnarsdóttir	<i>name</i><br><ol><li>A patronymic.</li></ol>
Gunnlaugsdóttir	<i>name</i><br><ol><li>A patronymic.</li></ol>
Guð|Guðs	<i>name</i><br><ol><li>God (of monotheistic religions); sometimes written in lowercase: guð</li></ol>
Guðmundsdóttir	<i>name</i><br><ol><li>A patronymic.</li></ol>
Guðmundsson|Guðmundssonunum|Guðmundssynirnir|Guðmundssonanna|Guðmundssynir|Guðmundssyni|Guðmundssonar|Guðmundssyninum|Guðmundssynina|Guðmundssoninn|Guðmundssonarins|Guðmundssona|Guðmundssonum	<i>name</i><br><ol><li>A patronymic.</li></ol>
Gvatemala	<i>name</i><br><ol><li>Guatemala (a country in Central America)</li></ol>
Gvatemalamaður|Gvatemalamönnunum|Gvatemalamann|Gvatemalamenn|Gvatemalamanns|Gvatemalamennina|Gvatemalamanni|Gvatemalamennirnir|Gvatemalamanninum|Gvatemalamaðurinn|Gvatemalamönnum|Gvatemalamannanna|Gvatemalamanninn|Gvatemalamannsins|Gvatemalamanna	<i>noun</i><br><ol><li>Guatemalan (person from Guatemala)</li></ol>
Gvæjana	<i>name</i><br><ol><li>Guyana (a country in South America)</li></ol>
Gíbraltar	<i>name</i><br><ol><li>Gibraltar (a peninsula and overseas territory of the United Kingdom, at the southern end of Iberia)</li></ol>
Gínea	<i>name</i><br><ol><li>Guinea (a country in West Africa)</li></ol>
Gísladóttir	<i>name</i><br><ol><li>A patronymic.</li></ol>
Gíslason|Gíslasonarins|Gíslasona|Gíslasoninn|Gíslasynirnir|Gíslasynir|Gíslasynina|Gíslasyninum|Gíslasonunum|Gíslasonanna|Gíslasyni|Gíslasonum|Gíslasonar	<i>name</i><br><ol><li>A patronymic.</li></ol>
Hafnarfjörður|Hafnarfirði|Hafnarfjarðar|Hafnarfjörð	<i>name</i><br><ol><li>Hafnarfjörður (a city in Höfuðborgarsvæðið, Iceland; city in Iceland)</li></ol>
Halldórsdóttir|Halldórsdæturnar|Halldórsdóttur|Halldórsdætur|Halldórsdótturinni|Halldórsdótturinnar|Halldórsdætra|Halldórsdóttirin|Halldórsdætranna|Halldórsdætrum|Halldórsdætrunum|Halldórsdótturina	<i>name</i><br><ol><li>A patronymic.</li></ol>
Halldórsson	<i>name</i><br><ol><li>A patronymic.</li></ol>
Hamborg|Hamborgar	<i>name</i><br><ol><li>Hamburg (the second-largest city in Germany)</li><li>Hamburg (a state of Germany containing the city of the same name)</li></ol>
Havaí	<i>name</i><br><ol><li>Hawaii</li></ol>
Haítí	<i>name</i><br><ol><li>Haiti (a country in the Caribbean)</li></ol>
Hegrinn|Hegrans	<i>noun</i><br><ol><li>(astronomy) Grus, a spring constellation of the southern sky, said to resemble a crane</li></ol>
Hekla|Heklan|Heklunum|Heklum|Heklanna|Heklur|Heklunnar|Heklunni|Hekluna|Heklu|Heklurnar	<i>name</i><br><ol><li>Hekla (stratovolcano in the south of Iceland)</li></ol>
Helsingjaborg|Helsingjaborgar	<i>name</i><br><ol><li>Helsingborg (a city in Sweden)</li></ol>
Helsingjaeyri	<i>name</i><br><ol><li>Elsinore (a city in northern Zealand, Denmark)</li></ol>
Helsinki	<i>name</i><br><ol><li>Helsinki (the capital of Finland)</li></ol>
Hera|Heru	<i>name</i><br><ol><li>(Greek mythology) Hera</li></ol>
Herkúles|Herkúlesar|Herkúlesi	<i>name</i><br><ol><li>(mythology) Hercules (son of Jupiter)</li><li>(astronomy) Hercules (constellation)</li></ol>
Hersegóvína|Hersegóvínu	<i>name</i><br><ol><li>Herzegovina</li></ol>
Heródes|Heródesar|Heródesi	<i>name</i><br><ol><li>Herod</li></ol>
Hjaltland|Hjaltlandi|Hjaltlands	<i>name</i><br><ol><li>Shetland</li></ol>
Hjaltlandseyjar|Hjaltlandseyjum|Hjaltlandseyjanna|Hjaltlandseyja|Hjaltlandseyjarnar|Hjaltlandseyjunum	<i>name</i><br><ol><li>the Shetland Islands</li></ol>
Hlésey	<i>name</i><br><ol><li>Læsø (island in the Kattegat off the coast of Jutland)</li></ol>
Holland|Hollands|Hollandi	<i>name</i><br><ol><li>the Netherlands</li></ol>
Hollendingur|Hollendingsins|Hollendingar|Hollendinganna|Hollendingi|Hollendingum|Hollendinginn|Hollending|Hollendings|Hollendingarnir|Hollendingunum|Hollendingnum|Hollendingana|Hollendinga	<i>noun</i><br><ol><li>Dutch (person from the Netherlands)</li></ol>
Holtsetaland|Holtsetalands|Holtsetalandi	<i>name</i><br><ol><li>Holstein</li></ol>
Hondúras	<i>name</i><br><ol><li>Honduras (a country in Central America)</li></ol>
Hróarskelda|Hróarskeldunnar|Hróarskeldunni|Hróarskelduna|Hróarskeldu|Hróarskeldan	<i>name</i><br><ol><li>Roskilde (a city and municipality on the island of Zealand, Denmark)</li></ol>
Hrúturinn	<i>name</i><br><ol><li>Aries (constellation)</li></ol>
Hveðn|Hveðnar	<i>name</i><br><ol><li>Ven (a Swedish island between Scania and Zealand)</li></ol>
Hvít-Rússi|Hvít-Rússar|Hvít-Rússann|Hvít-Rússa|Hvít-Rússinn|Hvít-Rússanum|Hvít-Rússanna|Hvít-Rússunum|Hvít-Rússans|Hvít-Rússum|Hvít-Rússana|Hvít-Rússarnir	<i>noun</i><br><ol><li>Belarusian (person from Belarus)</li></ol>
Hvíta-Rússland|Hvíta-Rússlands|Hvíta-Rússlandi	<i>name</i><br><ol><li>Belarus (a country in Europe)</li></ol>
Hvítá|Hvítár	<i>name</i><br><ol><li>Hvítá in Borgarfjörður</li><li>Hvítá in Árnessýsla</li><li>Hvítá in Austurdalur</li></ol>
Hávamál	<i>name</i><br><ol><li>Hávamál</li></ol>
Hólmavík	<i>name</i><br><ol><li>Hólmavík (a city in Vestfirðir, Iceland)</li></ol>
Hórus|Hórusi|Hórusar	<i>name</i><br><ol><li>Horus</li></ol>
Höfrungurinn|Höfrungi|Höfrunginn|Höfrungsins|Höfrungs|Höfrung|Höfrungnum|Höfrungur	<i>name</i><br><ol><li>Delphinus (constellation)</li></ol>
Höfuðborgarsvæðið	<i>name</i><br><ol><li>The Capital Region of Iceland</li></ol>
Höfðaborg|Höfðaborgar	<i>name</i><br><ol><li>Cape Town (a city, the legislative capital of South Africa)</li></ol>
Hörn|Harnar	<i>name</i><br><ol><li>(poetic) one of the names of Freyja</li></ol>
Hörðaland|Hörðalandsins|Hörðalandi|Hörðalandið|Hörðalands|Hörðalandinu	<i>name</i><br><ol><li>Hordaland (a county of Norway)</li><li>The name of a street in Reykjavík.</li></ol>
Húnvetningur|Húnvetninganna|Húnvetninga|Húnvetninginn|Húnvetningurinn|Húnvetningnum|Húnvetningum|Húnvetningsins|Húnvetningi|Húnvetning|Húnvetnings|Húnvetningunum|Húnvetningar|Húnvetningarnir|Húnvetningana	<i>noun</i><br><ol><li>person from Húnavatnssýsla</li></ol>
Húsavík	<i>name</i><br><ol><li>Húsavík (a city in Norðurland eystra, Iceland)</li></ol>
Húsvíkingur|Húsvíkinginn|Húsvíkingsins|Húsvíkingurinn|Húsvíkingum|Húsvíkingarnir|Húsvíkings|Húsvíkingunum|Húsvíkinga|Húsvíkingi|Húsvíkinganna|Húsvíking|Húsvíkingnum|Húsvíkingar|Húsvíkingana	<i>noun</i><br><ol><li>an inhabitant of Húsavík</li></ol>
Indland|Indlandi|Indlands	<i>name</i><br><ol><li>India</li></ol>
Indlandshaf	<i>name</i><br><ol><li>Indian Ocean (an ocean between Asia, Africa and Australia)</li></ol>
Indriðason|Indriðasonarins|Indriðasynir|Indriðasonum|Indriðasona|Indriðasynirnir|Indriðasyninum|Indriðasoninn|Indriðasonanna|Indriðasyni|Indriðasonunum|Indriðasonar|Indriðasynina	<i>name</i><br><ol><li>A patronymic of Indriði.</li></ol>
Indverji|Indverjans|Indverja|Indverjar|Indverjanum|Indverjana|Indverjum|Indverjarnir|Indverjanna|Indverjinn|Indverjunum|Indverjann	<i>noun</i><br><ol><li>Indian (person from India)</li></ol>
Indónesi|Indónesana|Indónesum|Indónesar|Indónesarnir|Indónesa|Indónesinn|Indónesans|Indónesanum|Indónesunum|Indónesanna|Indónesann	<i>noun</i><br><ol><li>Indonesian (person from Indonesia)</li></ol>
Indónesía|Indónesíu	<i>name</i><br><ol><li>Indonesia</li></ol>
Ingvarsson	<i>name</i><br><ol><li>A patronymic of Ingvar.</li></ol>
Ingúsjetíja|Ingúsjetíju	<i>name</i><br><ol><li>Ingushetia</li></ol>
Internet|Internetunum|Interneta|Internets|Internetanna|Interneti|Internetum|Internetin|Internetið|Internetinu|Internetsins	<i>name</i><br><ol><li>(usually definite) the Internet</li></ol>
Iðunn|Iðunni|Iðunnar	<i>name</i><br><ol><li>(Norse mythology) Iðunn, Idun (goddess of youth)</li></ol>
Jakob|Jakobs|Jakobum|Jakobana|Jakobunum|Jakoba|Jakobar|Jakobnum|Jakobsins|Jakobi|Jakobarnir|Jakobinum|Jakobanna|Jakobinn	<i>name</i><br><ol><li>Jacob (biblical character)</li><li>James (biblical character)</li></ol>
Jakobsdóttir|Jakobsdæturnar|Jakobsdótturinnar|Jakobsdætrum|Jakobsdætrunum|Jakobsdótturina|Jakobsdætur|Jakobsdætra|Jakobsdótturinni|Jakobsdætranna|Jakobsdóttur|Jakobsdóttirin	<i>name</i><br><ol><li>A patronymic.</li></ol>
Jamaíka	<i>name</i><br><ol><li>Jamaica (an island and country in the Caribbean)</li></ol>
Japan|Japans	<i>name</i><br><ol><li>Japan</li></ol>
Japani|Japana|Japanar|Japanir	<i>noun</i><br><ol><li>A Japanese (person from Japan)</li></ol>
Jaðar|Jaðars|Jaðarsins|Jaðrinum|Jaðri|Jaðarinn	<i>name</i><br><ol><li>Jæren (a traditional district of Norway)</li><li>A farm name</li></ol>
Jerúsalem	<i>name</i><br><ol><li>Jerusalem (the claimed (and de-facto) capital city of Israel; the claimed capital city of Palestine)</li></ol>
Jesús|Jesú|Jesúm	<i>name</i><br><ol><li>Jesus</li></ol>
Jóhannesson|Jóhannessoninn|Jóhannessona|Jóhannessonunum|Jóhannessynirnir|Jóhannessonar|Jóhannessynina|Jóhannessonarins|Jóhannessynir|Jóhannessyninum|Jóhannessonum|Jóhannessonanna|Jóhannessyni	<i>name</i><br><ol><li>A patronymic.</li></ol>
Jólaeyja|Jólaeyju	<i>name</i><br><ol><li>Christmas Island</li></ol>
Jónasson|Jónassyni|Jónassonum|Jónassonanna|Jónassynina|Jónassynir|Jónassona|Jónassonarins|Jónassoninn|Jónassyninum|Jónassonar|Jónassynirnir|Jónassonunum	<i>name</i><br><ol><li>A patronymic.</li></ol>
Jónatan|Jónatani|Jónatans	<i>name</i><br><ol><li>(biblical) Jonathan</li></ol>
Jónsdóttir|Jónsdætrunum|Jónsdæturnar|Jónsdóttur|Jónsdóttirin|Jónsdætrum|Jónsdætranna|Jónsdætur|Jónsdætra|Jónsdótturina|Jónsdótturinni|Jónsdótturinnar	<i>name</i><br><ol><li>A patronymic.</li></ol>
Jónsson|Jónssonarins|Jónssonum|Jónssonunum|Jónssyni|Jónssynina|Jónssynirnir|Jónssonanna|Jónssona|Jónssonar|Jónssyninum|Jónssynir|Jónssoninn	<i>name</i><br><ol><li>A patronymic.</li></ol>
Jórdan	<i>name</i><br><ol><li>Jordan (river)</li></ol>
Jórdani|Jórdana|Jórdanar|Jórdanir	<i>noun</i><br><ol><li>Jordanian (person from Jordan)</li></ol>
Jórdanía|Jórdaníu	<i>name</i><br><ol><li>Jordan (country)</li></ol>
Jórvík	<i>name</i><br><ol><li>York (a city and unitary authority in North Yorkshire, England)</li></ol>
Jóti|Jótar|Jótana|Jótans|Jótanum|Jóta|Jótanna|Jótum|Jótann|Jótunum|Jótinn|Jótarnir	<i>noun</i><br><ol><li>Jutlander (person from Jutland)</li></ol>
Jótland|Jótlands|Jótlandi|Jótlandið|Jótlandsins|Jótlandinu	<i>noun</i><br><ol><li>Jutland</li></ol>
Júdea|Júdeu	<i>name</i><br><ol><li>Judea</li></ol>
Júkki|Júkkar|Júkkarnir|Júkkans|Júkkum|Júkkann|Júkkinn|Júkkanum|Júkkana|Júkka|Júkkanna|Júkkunum	<i>noun</i><br><ol><li>(slang) Yugoslav, Yugoslavian (a person from Yugoslavia, or from one of its successor countries)</li></ol>
Júpíter|Júpíters	<i>name</i><br><ol><li>Jupiter (planet)</li><li>Jupiter (Roman god)</li></ol>
Kalifornía|Kaliforníu	<i>name</i><br><ol><li>California (a state of the United States)</li></ol>
Kallistó	<i>name</i><br><ol><li>Callisto (moon of Jupiter)</li></ol>
Kambódía	<i>name</i><br><ol><li>Cambodia</li></ol>
Kambódíumaður|Kambódíumennina|Kambódíumannanna|Kambódíumenn|Kambódíumennirnir|Kambódíumanninum|Kambódíumanna|Kambódíumönnunum|Kambódíumanns|Kambódíumanni|Kambódíumann|Kambódíumaðurinn|Kambódíumanninn|Kambódíumönnum|Kambódíumannsins	<i>noun</i><br><ol><li>Cambodian (person from Cambodia)</li></ol>
Kanada	<i>name</i><br><ol><li>Canada (a country in North America)</li></ol>
Kanadamaður|Kanadamennirnir|Kanadamönnum|Kanadamanna|Kanadamanns|Kanadamaðurinn|Kanadamenn|Kanadamanninn|Kanadamanninum|Kanadamanni|Kanadamann|Kanadamannanna|Kanadamennina|Kanadamönnunum|Kanadamannsins	<i>noun</i><br><ol><li>Canadian</li></ol>
Kanaríeyjar|Kanaríeyja|Kanaríeyjum	<i>name</i><br><ol><li>Canary Islands</li></ol>
Kani|Kanarnir|Kananum|Könum|Kana|Kanans|Könunum|Kaninn|Kanana|Kananna|Kanann|Kanar	<i>noun</i><br><ol><li>(informal) American, Yankee</li></ol>
Kantaraborg	<i>name</i><br><ol><li>Canterbury (a cathedral city in Kent, England)</li></ol>
Karþagó	<i>name</i><br><ol><li>Carthage</li></ol>
Kasaki|Kasaka|Kasökum|Kasakana|Kasakans|Kasakar|Kasökunum|Kasakinn|Kasakann|Kasakanum|Kasakanna|Kasakarnir	<i>noun</i><br><ol><li>Kazakh (person from Kazakhstan)</li></ol>
Kasakstan	<i>name</i><br><ol><li>Kazakhstan</li></ol>
Kaupmannahöfn|Kaupmannahafnar	<i>name</i><br><ol><li>Copenhagen (the capital city of Denmark)</li></ol>
Kaíró	<i>name</i><br><ol><li>Cairo (the capital city of Egypt)</li></ol>
Keflavík|Keflavíkur	<i>name</i><br><ol><li>A city in Suðurnes, Iceland.</li></ol>
Keflvíkingur|Keflvíking|Keflvíkinginn|Keflvíkingar|Keflvíkinga|Keflvíkingi|Keflvíkingum|Keflvíkinganna|Keflvíkings|Keflvíkingnum|Keflvíkingarnir|Keflvíkingsins|Keflvíkingana|Keflvíkingunum|Keflvíkingurinn	<i>noun</i><br><ol><li>an inhabitant of Keflavík</li></ol>
Keníamaður|Keníamannsins|Keníamanninn|Keníamanns|Keníamanni|Keníamennirnir|Keníamanna|Keníamönnum|Keníamönnunum|Keníamenn|Keníamennina|Keníamannanna|Keníamann|Keníamanninum|Keníamaðurinn	<i>noun</i><br><ol><li>Kenya (person from Kenya)</li></ol>
Kenýa	<i>name</i><br><ol><li>Kenya</li></ol>
Kirgistan	<i>name</i><br><ol><li>Kyrgyzstan (a country in Central Asia)</li></ol>
Kirjálaland|Kirjálalands|Kirjálalandi	<i>name</i><br><ol><li>Karelia</li></ol>
Kirkjubær|Kirkjubæjar|Kirkjubæ	<i>name</i><br><ol><li>The name of several settlements in Iceland, the Faroe Islands and Norway.</li></ol>
Kisínev	<i>name</i><br><ol><li>Chisinau (the capital city of Moldova)</li></ol>
Kjartansson|Kjartanssyni|Kjartanssona|Kjartanssynir|Kjartanssynirnir|Kjartanssonarins|Kjartanssyninum|Kjartanssonum|Kjartanssynina|Kjartanssonanna|Kjartanssonunum|Kjartanssonar|Kjartanssoninn	<i>name</i><br><ol><li>A patronymic.</li></ol>
Klakksvík|Klakksvíkur	<i>name</i><br><ol><li>Klaksvík (a town in the Faroe Islands)</li></ol>
Klettafjöll|Klettafjöllunum|Klettafjöllum|Klettafjalla|Klettafjöllin|Klettafjallanna	<i>name</i><br><ol><li>the Rocky Mountains (a mountain range in western North America)</li></ol>
Kollafjörður|Kollafirði|Kollafjarðar|Kollafjörð	<i>name</i><br><ol><li>A fjord in Vesturland, Iceland.</li></ol>
Kolni	<i>name</i><br><ol><li>(obsolete) Cologne (the largest city in North Rhine-Westphalia, in northwestern Germany)</li></ol>
Kornbretaland|Kornbretalandi|Kornbretalands	<i>name</i><br><ol><li>Cornwall</li></ol>
Kornbreti|Kornbreta|Kornbretum|Kornbretar|Kornbretans|Kornbretann|Kornbretarnir|Kornbretanum|Kornbretunum|Kornbretanna|Kornbretinn|Kornbretana	<i>noun</i><br><ol><li>Cornish person</li></ol>
Korsíka|Korsíku	<i>name</i><br><ol><li>Corsica</li></ol>
Kosta Ríka	<i>name</i><br><ol><li>Costa Rica (a country in Central America)</li></ol>
Krabbinn	<i>name</i><br><ol><li>Cancer (constellation)</li></ol>
Kraká|Krakár	<i>name</i><br><ol><li>Cracow (a city in Poland)</li></ol>
Krissa|Krissum|Krissu|Krissuna|Krissanna|Krissunum|Krissur|Krissurnar|Krissunni|Krissan|Krissunnar	<i>name</i><br><ol><li>A pet form of female names beginning with Krist-, such as Kristbjörg, Kristrún, etc.</li></ol>
Kristjánssandur|Kristjánssand|Kristjánssandi|Kristjánssands	<i>name</i><br><ol><li>Kristiansand (a city in Norway)</li></ol>
Kristjánsson|Kristjánssona|Kristjánssonum|Kristjánssynir|Kristjánssynirnir|Kristjánssonarins|Kristjánssonar|Kristjánssynina|Kristjánssoninn|Kristjánssonunum|Kristjánssyni|Kristjánssyninum|Kristjánssonanna	<i>name</i><br><ol><li>A patronymic.</li></ol>
Kristur|Krists|Krist|Kristí|Kristi	<i>name</i><br><ol><li>Christ</li></ol>
Krít|Krítar	<i>name</i><br><ol><li>Crete</li></ol>
Króati|Króötum|Króatans|Króatanna|Króatinn|Króata|Króatana|Króatarnir|Króatanum|Króatar|Króatann|Króötunum	<i>noun</i><br><ol><li>Croat</li></ol>
Króatía|Króatíu	<i>name</i><br><ol><li>Croatia (a country in southeastern Europe)</li></ol>
Kumbaraland|Kumbaralands|Kumbaralandi	<i>name</i><br><ol><li>Cumberland</li></ol>
Kvenskælingur	<i>noun</i><br><ol><li>a student of Kvennaskólinn í Reykjavík</li></ol>
Kyrrahaf|Kyrrahafs	<i>name</i><br><ol><li>the Pacific Ocean</li></ol>
Kænugarður|Kænugarði|Kænugarð|Kænugarðs	<i>name</i><br><ol><li>Kiev (the capital of Ukraine)</li></ol>
Kíev	<i>name</i><br><ol><li>Kiev (the capital of Ukraine)</li></ol>
Kína	<i>name</i><br><ol><li>China</li></ol>
Kínverji|Kínverjana|Kínverja|Kínverjarnir|Kínverjanum|Kínverjum|Kínverjinn|Kínverjar|Kínverjans|Kínverjann|Kínverjanna|Kínverjunum	<i>noun</i><br><ol><li>Chinese (person from China)</li></ol>
Kíribatí	<i>name</i><br><ol><li>Kiribati (a country in Oceania)</li></ol>
Kólumbía	<i>name</i><br><ol><li>Colombia (a country in South America)</li></ol>
Kólumbíumaður|Kólumbíumannsins|Kólumbíumennirnir|Kólumbíumanninum|Kólumbíumanni|Kólumbíumann|Kólumbíumannanna|Kólumbíumenn|Kólumbíumönnum|Kólumbíumanna|Kólumbíumanns|Kólumbíumönnunum|Kólumbíumanninn|Kólumbíumaðurinn|Kólumbíumennina	<i>noun</i><br><ol><li>Colombian (person from Colombia)</li></ol>
Kópasker	<i>name</i><br><ol><li>a small village on the west coast of Melrakkaslétta in Norður-Þingeyjarsýsla in northeastern Iceland (population 140)</li></ol>
Kópavogur|Kópavogi|Kópavoganna|Kópavogarnir|Kópavogurinn|Kópavogs|Kópavog|Kópavogar|Kópavoga|Kópavogana|Kópavogunum|Kópavogsins|Kópavoginum|Kópavogum|Kópavoginn	<i>name</i><br><ol><li>Kópavogur (a city in Höfuðborgarsvæðið, Iceland)</li></ol>
Kórea|Kóreu	<i>name</i><br><ol><li>Korea</li></ol>
Kórei|Kóreum|Kórear|Kóreinn|Kóreunum|Kórearnir|Kórea|Kóreann|Kóreanum|Kóreans|Kóreanna|Kóreana	<i>noun</i><br><ol><li>(very rare) Korean (person from Korea)</li></ol>
Kóreumaður|Kóreumönnum|Kóreumanninn|Kóreumaðurinn|Kóreumanninum|Kóreumanni|Kóreumenn|Kóreumannanna|Kóreumennirnir|Kóreumennina|Kóreumannsins|Kóreumönnunum|Kóreumann|Kóreumanna|Kóreumanns	<i>noun</i><br><ol><li>Korean (person from Korea)</li></ol>
