13.	<i>adj</i><br><ol><li>13th</li></ol>
aimara	<i>noun</i><br><ol><li>Aymara (language of South America)</li></ol>
aka|ak!|ók|ókst|ekur|ikið|óku|ikin|aki|akið!|akandi	<i>verb</i><br><ol><li>to drive</li></ol>
akarn|akørnini|akarnið|akarnanna|akørnunum|akarns|akarnsins|akarni|akørn|akarna|akørnum|akarninum	<i>noun</i><br><ol><li>acorn (fruit of an oak)</li></ol>
akfar|akførini|akførunum|akfarið|akfarsins|akførum|akfaranna|akfarinum|akfara|akfars|akfari|akfør	<i>noun</i><br><ol><li>vehicle, vessel, car</li></ol>
akker|akkerunum|akkerini|akkersins|akkera|akkers|akkeranna|akkeri|akkerið|akkerum|akkerinum	<i>noun</i><br><ol><li>anchor</li></ol>
akkuleya|akkuleyuni|akkuleyan|akkuleyunnar|akkuleyanna|akkuleyu|akkuleyurnar|akkuleyuna|akkuleyum|akkuleyunum|akkuleyur	<i>noun</i><br><ol><li>(botany) ragged robin, columbine, campion</li></ol>
akslatræ|akslatræið|akslatrøini|akslatræanna|akslatrøum|akslatrøunum|akslatrø|akslatræa|akslatræi|akslatræsins|akslatræinum|akslatræs	<i>noun</i><br><ol><li>hanger, clothes hanger</li></ol>
akur|akrinum|økrunum|akurs|akurin|akrarnar|akursins|akri|akranna|akra|akrar|økrum|akrarnir	<i>noun</i><br><ol><li>(agriculture) field</li></ol>
ala|alin|ali|alið!|alið|ól|elur|al!|ólu|ólst|alandi	<i>verb</i><br><ol><li>(kvæði) to give birth to</li><li>to foster</li><li>to nourish</li><li>to breed</li></ol>
alda|aldurin|aldurnar|aldu|aldrarnir|aldrum|aldrinum|aldrar|aldranna|aldrunum|aldunnar|aldanna|aldur|aldunum|alduni|aldra|aldursins|alduna|aldum|aldurs|aldri|aldrarnar|aldan	<i>noun</i><br><ol><li>wave</li></ol>
aldinbori|aldinborans|aldinbora|aldinboranum|aldinborum|aldinborunum|aldinborarnir|aldinborarnar|aldinborar|aldinborin|aldinboran|aldinboranna	<i>noun</i><br><ol><li>cockchafer</li></ol>
aldri	<i>adv</i><br><ol><li>never</li></ol>
aldu	<i>noun</i><br><ol><li>indefinite accusative/dative/genitive singular of alda</li></ol>
aldur|aldurin|aldrum|aldursins|aldrarnar|aldrinum|aldrar|aldranna|aldrunum|aldrarnir|aldurs|aldri|aldra	<i>noun</i><br><ol><li>age</li><li>age, seniority</li><li>time, era</li></ol>
alfagur|alføgrum|alfagra|alfagurt|alfagrar|alfagrari|alfagurs|alfagran|alføgur|alfagrir	<i>adj</i><br><ol><li>(poetic) very beautiful</li></ol>
alfrøði|alfrøðina|alfrøðinnar|alfrøðini|alfrøðirnar|alfrøðin|alfrøðir	<i>noun</i><br><ol><li>encyclopedia</li></ol>
alga|alganna|algunnar|algan|algurnar|alguna|algum|alguni|algunum|algu|algur	<i>noun</i><br><ol><li>alga</li></ol>
alheimur|alheimanna|alheimar|alheims|alheiminum|alheimsins|alheimarnar|alheimin|alheimi|alheimum|alheima|alheimarnir|alheimunum|alheim|alheimurin	<i>noun</i><br><ol><li>universe</li></ol>
ali|alnum|alið|alisins|alis|alinum	<i>noun</i><br><ol><li>quality, property, characteristic, nature (of someone or something)</li></ol>
alisfrøði|alisfrøðinnar|alisfrøðin|alisfrøðina|alisfrøðini	<i>noun</i><br><ol><li>physics</li></ol>
allastaðni	<i>adv</i><br><ol><li>everywhere</li></ol>
allur|allan|allar|alt|allari|øll|øllum|allir|als|alla	<i>adj</i><br><ol><li>all</li></ol><br><i>pron</i><br><ol><li>everybody, everyone, all</li></ol>
almannalykil|almannalyklunum|almannalykils|almannalyklinum|almannalyklarnar|almannalyklar|almannalykli|almannalykilsins|almannalyklum|almannalykla|almannalyklarnir|almannalykilin|almannalyklanna	<i>noun</i><br><ol><li>(cryptography) public key</li></ol>
almennur|almenn|alment|almennan|almennir|almenna|almenna almenra|almennari|almennar/ almenrar|almennum|almens|almennar	<i>adj</i><br><ol><li>general, official</li></ol>
alnet|alnetini|alnetið|alneta|alnetinum|alneti|alnetunum|alnets|alnetsins|alnetum|alnetanna	<i>noun</i><br><ol><li>internet</li></ol>
alpaka|alpakan|alpakað|alpakum|alpakuni|alpakunum|alpaka|alpakuna|alpakans|alpaku|alpakanna|alpakur|alpakanum|alpakurnar|alpakunnar	<i>noun</i><br><ol><li>alpaca (animal)</li><li>nickel silver</li></ol>
als ikki	<i>adv</i><br><ol><li>not at all</li></ol>
alt|allan|allar|allari|øll|allur|øllum|allir|als|alla	<i>pron</i><br><ol><li>all</li></ol><br><i>adv</i><br><ol><li>all</li></ol>
alt fyri eitt	<i>adv</i><br><ol><li>at once, immediately</li></ol>
alt tað besta	<i>phrase</i><br><ol><li>all the best</li></ol>
altar|altarunum|altari|altarið|altarum|altarsins|altara|altarinum|altaranna|altars|altarini	<i>noun</i><br><ol><li>altar</li></ol>
altjóða	<i>adj</i><br><ol><li>International.</li></ol>
altjóðagerð|altjóðagerðin|altjóðagerðina|altjóðagerðar|altjóðagerðarinnar|altjóðagerðini	<i>noun</i><br><ol><li>globalisation</li></ol>
altíð	<i>adv</i><br><ol><li>always</li></ol>
alv|alvinum|alvið|alvs|alvi|alvsins	<i>noun</i><br><ol><li>physical strength, might</li></ol>
amboð|amboðið|amboðsins|amboða|amboðs|amboði|amboðunum|amboðini|amboðnum|amboðum|amboðanna	<i>noun</i><br><ol><li>tool, instrument</li></ol>
amerikanari|amerikanaranum|amerikanarum|amerikanararnar|amerikanara|amerikanarans|amerikanarin|amerikanaranna|amerikanararnir|amerikanaran|amerikanarar|amerikanarunum	<i>noun</i><br><ol><li>American</li></ol>
aminosýra|aminosýruna|aminosýrunnar|aminosýruni|aminosýru|aminosýran|aminosýrurnar|aminosýranna|aminosýrunum|aminosýrum|aminosýrur	<i>noun</i><br><ol><li>(biochemistry) amino acid</li></ol>
ananas|ananasi|ananasini|ananasins|ananasunum|ananasum|ananasa|ananasinum|ananasið|ananasanna	<i>noun</i><br><ol><li>pineapple (fruit, plant)</li></ol>
anda|anda!|andi|andað|andaði|andið!|andar|andaður|andandi|andaðu	<i>verb</i><br><ol><li>to breathe</li></ol>
andaligur|andaligari|andalig|andaligum|andaligir|andaligs|andaligar|andaligt|andaligan|andaliga	<i>adj</i><br><ol><li>spiritual</li></ol>
andast|andaðust|andaðist|andist	<i>verb</i><br><ol><li>to die</li></ol>
andatak|andatøk|andataksins|andataks|andatakinum|andatøkunum|andatøkini|andatakanna|andataki|andataka|andatakið|andatøkum	<i>noun</i><br><ol><li>(short) moment</li></ol>
andi|andunum|andanna|anda|andan|andum|andin|andanum|andans|andar|andarnir|andarnar	<i>noun</i><br><ol><li>breath</li><li>spirit</li></ol>
andlit|andlita|andlitið|andlitunum|andlitsins|andlitini|andlitanna|andliti|andlitinum|andlitum|andlits	<i>noun</i><br><ol><li>face</li></ol>
andlát|andlátinum|andláta|andlátini|andlátanna|andlátunum|andláts|andlátum|andlátið|andláti|andlátsins	<i>noun</i><br><ol><li>death</li></ol>
andsøgn|andsagnir|andsagnarinnar|andsøgnin|andsøgnina|andsøgnum|andsagna|andsagnunum|andsagnar|andsøgnunum|andsagnum|andsagnanna|andsagnirnar|andsøgnini	<i>noun</i><br><ol><li>contradiction</li></ol>
annar|aðru|aðra|onnur|aðrari (aðru)|annarar|øðrum|annara|annars|annað|aðrir|annar|annan|aðrar	<i>pron</i><br><ol><li>other, another, else</li></ol><br><i>adj</i><br><ol><li>second</li></ol>
annarhvør|annaðhvørt	<i>adj</i><br><ol><li>every other, every second</li></ol>
annaðhvørt|annaðhvørt ... ella	<i>conj</i><br><ol><li>either ... or</li></ol>
anorakkur|anorakkunum|anorakkar|anorakka|anorakkurin|anorakkarnar|anoraksins|anorakkum|anorakkin|anorakkanna|anorakki|anoraks|anorakk|anorakkarnir|anorakkinum	<i>noun</i><br><ol><li>anorak</li></ol>
antin|antin ... ella	<i>conj</i><br><ol><li>either ... or</li></ol>
apa|apum|apan|apur|apunnar|apurnar|apanna|apuni|apunum|apu|apuna	<i>noun</i><br><ol><li>ape, monkey</li></ol>
apaldur|apaldurin|apaldrinum|apaldursins|apaldri|apaldurs	<i>noun</i><br><ol><li>crab apple, crab tree (Any of the wild species of apple tree, such as Malus sylvestris)</li></ol>
apotek|apoteki|apotekinum|apoteks|apotekum|apoteka|apotekið|apoteksins|apotekunum|apotekanna|apotekini	<i>noun</i><br><ol><li>pharmacy</li></ol>
app|appum|appirnar|appunum|appir|appini|appin|appa|apparinnar|appanna|appar|appina	<i>noun</i><br><ol><li>(computing) app (for a mobile device)</li></ol>
appilsin|appilsinini|appilsinarinnar|appilsinunum|appilsinar|appilsinirnar|appilsina|appilsinum|appilsinir|appilsinanna|appilsinina|appilsinin	<i>noun</i><br><ol><li>orange (fruit of Citrus sinensis)</li></ol>
appilsindjús|appilsindjúsinum|appilsindjúsins|appilsindjúsið|appilsindjúsi	<i>noun</i><br><ol><li>orange juice</li></ol>
appilsintræ|appilsintræi|appilsintrøini|appilsintræinum|appilsintræið|appilsintræsins|appilsintræa|appilsintræs|appilsintrø|appilsintræanna|appilsintrøum|appilsintrøunum	<i>noun</i><br><ol><li>orange tree</li></ol>
aprikosa|aprikosunum|aprikosan|aprikosunnar|aprikosanna|aprikosu|aprikosuna|aprikosur|aprikosurnar|aprikosuni|aprikosum	<i>noun</i><br><ol><li>apricot (fruit)</li></ol>
apríl	<i>noun</i><br><ol><li>April (month of the Gregorian calendar)</li></ol>
arbeiða|arbeiddu|arbeitt|arbeiðir|arbeiði|arbeiðið!|arbeiddi|arbeiðandi|arbeið!|arbeiddur	<i>verb</i><br><ol><li>to work, to labour</li></ol>
arbeiðara	<i>noun</i><br><ol><li>indefinite accusative/dative/genitive singular of arbeiðari</li></ol>
arbeiðari|arbeiðara|arbeiðaranum|arbeiðaran|arbeiðaranna|arbeiðarunum|arbeiðarans|arbeiðarar|arbeiðararnir|arbeiðarin|arbeiðarum|arbeiðararnar	<i>noun</i><br><ol><li>worker, workman</li></ol>
arbeiði|arbeiða|arbeiðir|arbeiðunum|arbeiðisins|arbeiðið|arbeiðini|arbeiðum|arbeiðanna|arbeiðis|arbeiðinum|arbeiðnum	<i>noun</i><br><ol><li>work</li></ol>
arbeiðsfólk|arbeiðsfólksins|arbeiðsfólkum|arbeiðsfólkið|arbeiðsfólki|arbeiðsfólkinum|arbeiðsfólka|arbeiðsfólks|arbeiðsfólkunum|arbeiðsfólkini|arbeiðsfólkanna	<i>noun</i><br><ol><li>employees, working people</li></ol>
arbeiðsgevari|arbeiðsgevaran|arbeiðsgevarin|arbeiðsgevararnir|arbeiðsgevarum|arbeiðsgevaranum|arbeiðsgevarar|arbeiðsgevararnar|arbeiðsgevarans|arbeiðsgevara|arbeiðsgevarunum|arbeiðsgevaranna	<i>noun</i><br><ol><li>employer</li></ol>
arbeiðskona|arbeiðskonan|arbeiðskonu|arbeiðskonur|arbeiðskonuna|arbeiðskonuni|arbeiðskonurnar|arbeiðskonum|arbeiðskonunum|arbeiðskonanna|arbeiðskonunnar	<i>noun</i><br><ol><li>femal servant, serving maid, housemaid, handmaid</li></ol>
arbeiðsleysur|arbeiðsleysa|arbeiðsleysan|arbeiðsleysar|arbeiðsleysa/ arbeiðsleysra|arbeiðsleysum|arbeiðsleysari|arbeiðsleysar/ arbeiðsleysrar|arbeiðsleysir|arbeiðsleyst|arbeiðsleys	<i>adj</i><br><ol><li>unemployed</li></ol>
arbeiðsmannafelag|arbeiðsmannafeløgum|arbeiðsmannafelags|arbeiðsmannafelagið|arbeiðsmannafeløgunum|arbeiðsmannafelaganna|arbeiðsmannafelagi|arbeiðsmannafelaginum|arbeiðsmannafeløgini|arbeiðsmannafelagnum|arbeiðsmannafelagsins|arbeiðsmannafeløg|arbeiðsmannafelaga	<i>noun</i><br><ol><li>trade union</li></ol>
arbeiðsmaður|arbeiðsmansins|arbeiðsmanna|arbeiðsmann|arbeiðsmanni|arbeiðsmenninir|arbeiðsmannanna|arbeiðsmanninum|arbeiðsmonnunum|arbeiðsmenninar|arbeiðsmenn|arbeiðsmannin|arbeiðsmaðurin|arbeiðsmonnum|arbeiðsmans	<i>noun</i><br><ol><li>workman</li></ol>
arkitektur|arkitekturin|arkitektarnar|arkitektunum|arkitekta|arkitektinum|arkitektar|arkitektsins|arkitektanna|arkitektum|arkitekts|arkitekti|arkitektin|arkitekt|arkitektarnir	<i>noun</i><br><ol><li>architect</li></ol>
armband|armbond|armbanda|armbandi|armbandinum|armbondum|armbandið|armbondini|armbandsins|armbands|armbandanna|armbondunum	<i>noun</i><br><ol><li>bracelet</li></ol>
armbandsur|armbandsursins|armbandsurs|armbandsurunum|armbandsura|armbandsuri|armbandsurinum|armbandsurið|armbandsurini|armbandsuranna|armbandsurum	<i>noun</i><br><ol><li>wristwatch</li></ol>
armur|arma armra|armari|ørmum|arman|armar|armarnir|armir|armt|ørmu|armsins|ørmunum|armin|armanna|armastur|armi|armarnar|ørm|arm|arms|armurin|arminum|armar/ armrar|arma	<i>noun</i><br><ol><li>arm</li></ol><br><i>adj</i><br><ol><li>poor (having little money)</li><li>poor (to be pitied)</li></ol>
arvabræv|arvabrævinum|arvabrævs|arvabrøv|arvabrøvum|arvabrøvunum|arvabrævsins|arvabrævið|arvabræva|arvabrævanna|arvabrøvini|arvabrævi	<i>noun</i><br><ol><li>testament, last will</li></ol>
arvur|arvs|arv|arvsins|arvin|arvinum|arvurin|arvi	<i>noun</i><br><ol><li>heritage</li><li>legacy</li></ol>
arábi|arábar|arábanna|arábarnar|arában|arábum|arába|arábin|arábarnir|arábunum|arábans|arábanum	<i>noun</i><br><ol><li>Arab</li></ol>
arábiskur|arábiskar/ arábiskrar|arábiskar|arábisks|arábiskum|arábiskan|arábiska|arábiska/ arábiskra|arábiskt|arábiskir|arábisk|arábiskari	<i>adj</i><br><ol><li>Arabic, Arabian</li></ol>
ask|askir|askina|aska|askum|askirnar|askar|askunum|askini|askin|askanna|askarinnar	<i>noun</i><br><ol><li>ash tree</li><li>ash wood</li></ol>
askur|askir|askina|askum|asksins|askini|askanna|ask|asks|aski|askar|askunum|aska|askirnar|askin|askinum|askarinnar|askurin|askarnir|askarnar	<i>noun</i><br><ol><li>ash tree</li></ol>
asni|asnanum|asnin|asna|asnans|asnan|asnanna|asnar|asnum|asnunum|asnarnar|asnarnir	<i>noun</i><br><ol><li>donkey, ass</li></ol>
astma|astmuna|astman|astmuni|astmu|astmunnar	<i>noun</i><br><ol><li>The chronic respiratory disease asthma</li></ol>
at	<i>prep</i><br><ol><li>(with dative) at, towards, to</li></ol><br><i>conj</i><br><ol><li>that</li></ol><br><i>particle</i><br><ol><li>to A particle used to mark the following verb as an infinitive.</li></ol>
atburður|atburða|atburðirnar|atburðar|atburði|atburð|atburðirnir|atburðunum|atburðum|atburðarins|atburðurin|atburðanna|atburðinum|atburðin|atburðir	<i>noun</i><br><ol><li>behaviour, manner</li></ol>
atgongd|atgongdin|atgongdini|atgongdar|atgongdina|atgongdarinnar	<i>noun</i><br><ol><li>admittance, entrance</li></ol>
atgongumerki|atgongumerkinum|atgongumerkis|atgongumerkja|atgongumerkjunum|atgongumerkjanna|atgongumerkisins|atgongumerkini|atgongumerkið|atgongumerkir|atgongumerkjum	<i>noun</i><br><ol><li>ticket, entrance card</li></ol>
atkomandi	<i>adj</i><br><ol><li>accessible</li></ol>
atkvøða|atkvøðið!|atkvøddur|atkvøðandi|atkvøðanna|atkvøðum|atkvøddi|atkvøðuni|atkvøðu|atkvøðunnar|atkvøðir|atkvøðuna|atkvøði|atkvøðurnar|atkvøddu|atkvøðan|atkvøður|atkvøð!|atkvøtt|atkvøðunum	<i>noun</i><br><ol><li>vote</li></ol><br><i>verb</i><br><ol><li>to vote</li></ol>
atsókn|atsókna|atsóknunum|atsóknirnar|atsóknini|atsóknar|atsóknin|atsóknum|atsóknarinnar|atsóknina|atsóknir|atsóknanna	<i>noun</i><br><ol><li>attack</li></ol>
august	<i>noun</i><br><ol><li>August (month of the Gregorian calendar)</li></ol>
autisma|autismnanna|autismur|autismað|autismuni|autismum|autismanum|autismans|autismna|autismunum|autismu	<i>noun</i><br><ol><li>autism</li></ol>
av	<i>prep</i><br><ol><li>by, from, off, of, on account of</li></ol>
av og á	<i>adv</i><br><ol><li>occasionally</li></ol>
av tí at	<i>conj</i><br><ol><li>because, since</li></ol>
avdúka|avdúkaði|avdúkið!|avdúkaðu|avdúki|avdúkar|avdúka!|avdúkaður|avdúkað|avdúkandi	<i>verb</i><br><ol><li>to reveal, to uncover</li></ol>
avgerandi	<i>adj</i><br><ol><li>decisive, vital, crucial, deciding</li></ol>
avgerð|avgerðum|avgerðini|avgerða|avgerðarinnar|avgerðirnar|avgerðar|avgerðir|avgerðin|avgerðunum|avgerðina|avgerðanna	<i>noun</i><br><ol><li>decision</li></ol>
avgjald|avgjøld|avgjalds|avgjaldsins|avgjaldinum|avgjøldini|avgjøldunum|avgjalda|avgjaldi|avgjaldið|avgjaldanna|avgjøldum	<i>noun</i><br><ol><li>charge, fee</li><li>rate, instalment</li></ol>
avgreiðsla|avgreiðslu|avgreiðslan|avgreiðslurnar|avgreiðslunnar|avgreiðslur|avgreiðsluna|avgreiðslunum|avgreiðsluni|avgreiðslanna|avgreiðslum	<i>noun</i><br><ol><li>office</li><li>service</li><li>the act of carrying out an order</li><li>dispatch, forwarding</li></ol>
avgustur|avgustin|avgustar|avgustunum|avgustarnir|avgustinum|avgusti|avgusts|avgusturin|avgustanna|avgustarnar|avgust|avgustum|avgusta|avgustsins	<i>noun</i><br><ol><li>sperm whale</li></ol>
avi|avan|avum|avanna|avans|avin|avanum|avarnir|avarnar|ava|avar|avunum	<i>noun</i><br><ol><li>(poetic) grandfather</li></ol>
avleiðing|avleiðingarnar|avleiðingarinnar|avleiðinganna|avleiðingini|avleiðingum|avleiðingin|avleiðingar|avleiðingina|avleiðinga|avleiðingunum	<i>noun</i><br><ol><li>consequence, effect</li></ol>
avlop|avlopsins|avlops|avlopum|avlopunum|avlopini|avlopa|avlopinum|avlopið|avlopanna|avlopi	<i>noun</i><br><ol><li>remainder, leftover</li><li>surplus, excess</li><li>(business) profit, gains, earnings</li><li>residue</li></ol>
avokado|avokadoar|avokadoir	<i>noun</i><br><ol><li>avocado</li></ol>
avreiða|avreiddi|avreiðir|avreiðið!|avreiddu|avreiðandi|avreiddur|avreið!|avreitt|avreiði	<i>verb</i><br><ol><li>to dispose</li><li>to sell</li></ol>
avrik|avrika|avrikini|avrikunum|avriki|avrikanna|avriksins|avrikið|avrikinum|avriks|avrikum	<i>noun</i><br><ol><li>performance</li><li>effort</li><li>achievement</li></ol>
avsláttur|avsláttum|avslátta|avsláttin|avsláttirnar|avsláttarins|avsláttirnir|avsláttunum|avslátti|avsláttinum|avsláttar|avsláttanna|avslátt|avsláttir|avslátturin	<i>noun</i><br><ol><li>discount, rebate, reduction</li></ol>
avvarðandi	<i>adj</i><br><ol><li>affiliated, bereaved</li></ol>
aðal|aðals|aðalsins|aðalinum|aðal|aðalin|aðali|aðalið	<i>noun</i><br><ol><li>nobility</li><li>the pure, best grain</li></ol><br><i>adj</i><br><ol><li>(kvæði) noble</li></ol>
aðalfundur|aðalfundarins|aðalfundir|aðalfundinum|aðalfunda|aðalfundin|aðalfundirnar|aðalfundar|aðalfundirnir|aðalfundurin|aðalfundi|aðalfund|aðalfundunum|aðalfundum|aðalfundanna	<i>noun</i><br><ol><li>general assembly, general meeting</li></ol>
aðalhugtak|aðalhugtøkini|aðalhugtøkum|aðalhugtøkunum|aðalhugtøk|aðalhugtaka|aðalhugtakanna|aðalhugtaki|aðalhugtakinum|aðalhugtakið|aðalhugtaksins|aðalhugtaks	<i>noun</i><br><ol><li>fundamental concept, basic idea</li></ol>
aðalroynd|aðalroyndarinnar|aðalroyndini|aðalroyndum|aðalroyndin|aðalroyndar|aðalroynda|aðalroyndina|aðalroyndanna|aðalroyndunum|aðalroyndirnar|aðalroyndir	<i>noun</i><br><ol><li>dress rehearsal</li></ol>
aðalspurningur|aðalspurningi|aðalspurningsins|aðalspurningum|aðalspurninga|aðalspurningarnir|aðalspurningin|aðalspurningarnar|aðalspurningunum|aðalspurninganna|aðalspurningar|aðalspurnings|aðalspurningurin|aðalspurning|aðalspurninginum	<i>noun</i><br><ol><li>main question, fundamental question</li></ol>
aðrar|aðru|aðra|onnur|aðrari (aðru)|annarar|øðrum|annara|annars|annað|aðrir|annar|annan|aðrar	<i>pron</i><br><ol><li>other, another, else</li></ol><br><i>num</i><br><ol><li>second</li></ol>
aðrastaðni	<i>adv</i><br><ol><li>elsewhere</li></ol>
b|B	<i>character</i><br><ol><li>The third letter of the Faroese alphabet, written in the Latin script.</li></ol>
babba|babbaði|babbaðu|babbi|babbar|babbað|babbaður|babba|babba!|babbið!|babbandi	<i>noun</i><br><ol><li>(familiar) dad, daddy</li></ol><br><i>verb</i><br><ol><li>to kid</li></ol>
badminton|badmintoni|badmintonið|badmintonsins|badmintoninum|badmintons	<i>noun</i><br><ol><li>badminton</li></ol>
bagal|bagalsins|baglarnar|baglanna|baglar|baglinum|baglunum|bagals|bagalin|bagli|baglum|bagla|baglarnir	<i>noun</i><br><ol><li>crosier</li></ol>
bak|bøkunum|baki|baksins|baka|bakið|bøk|bøkum|bakanna|bøkini|baks|bakinum	<i>noun</i><br><ol><li>back</li></ol>
baka|bakandi|baki|bakaðu|bakar|bakaður|bakið!|bakaði|baka!|bakað	<i>verb</i><br><ol><li>to bake</li></ol>
bakari|bakaranum|bakarum|bakarans|bakararnir|bakararnar|bakarunum|bakara|bakarin|bakaran|bakaranna|bakarar	<i>noun</i><br><ol><li>baker</li></ol>
bakarí|bakaríið|bakaríi|bakaría|bakaríunum|bakarínum|bakarísins|bakaríinum|bakaríini|bakarís|bakaríanna|bakaríum	<i>noun</i><br><ol><li>bakery</li></ol>
bakki|bakkar|bakkanum|bøkkunum|bakkunum|bakkanna|bakkin|bakkarnir|bakkan|bakkans|bøkkum|bakka|bakkarnar|bakkum	<i>noun</i><br><ol><li>cliff</li><li>bank</li></ol>
baksturvøra|baksturvørunum|baksturvøruni|baksturvøranna|baksturvørunnar|baksturvørum|baksturvørur|baksturvøru|baksturvørurnar|baksturvøruna|baksturvøran	<i>noun</i><br><ol><li>pastries, bakery products as breyð (bread) and køka (cake)</li></ol>
baldur|balt|bald|baldar/ baldrar|baldir|balda baldra|balds|balda|baldum|baldari|baldar|baldan	<i>adj</i><br><ol><li>bold</li></ol>
balla|ballið!|ballar|balli|ballaður|ballandi|ballaði|balla!|ballað|ballaðu	<i>verb</i><br><ol><li>to wrap</li></ol>
bambus|bambusinum|bambusins|bambusi|bambusið	<i>noun</i><br><ol><li>bamboo</li></ol>
banan|bananir|bananirnar|bananina|bananarinnar|banana|bananar|bananini|bananum|banananna|bananin|bananunum	<i>noun</i><br><ol><li>banana (fruit)</li></ol>
band|bandsins|bond|bandanna|bondunum|bandi|bandinum|bondini|bondum|banda|bands|bandið	<i>noun</i><br><ol><li>(a piece of) rope, string</li><li>(figuratively, in the plural) ties, connection, relations</li></ol>
